id;Ordem_de_produção;Data_da_ordem_de_produção;Produto;Comprimento_unit;Largura_unit;Altura_unit;Peso_unit;Peças;Caixa_padrão;Loja;Classe_de_onda;Tipo_de_buffer;Item_pai;Cor;Tamanho;Inner;Rota;Capacidade;pai_cor;chave_loja_buffer_onda;Volume_unit;Volume_total;Peso_total;item_loja;Pecas_alocadas;Amt_in_bin;bin_index
37219;68;2023-11-07;879746671;472;267;18;0.227;1;CARTON_M;33;3;EN;353;158.0;1;1;1;inf;353_158.0;33_EN_3;2268432;2268432;0.227;969;1;29;36
37240;68;2023-11-07;548868366;479;289;15;0.23;1;CARTON_M;33;3;EN;577;3.0;5;1;1;inf;577_3.0;33_EN_3;2076465;2076465;0.23;990;1;29;36
37214;68;2023-11-07;864662079;382;247;18;0.207;1;CARTON_M;33;3;EN;282;374.0;5;1;1;inf;282_374.0;33_EN_3;1698372;1698372;0.207;964;1;29;36
37210;68;2023-11-07;548732531;403;217;19;0.135;1;CARTON_M;33;3;EN;282;1.0;3;1;1;inf;282_1.0;33_EN_3;1661569;1661569;0.135;960;1;29;36
40205;5255;2023-11-09;539624731;446;392;12;0.18;2;CARTON_M;33;3;EN;1451;550.0;3;1;1;inf;1451_550.0;33_EN_3;2097984;4195968;0.36;1031;2;29;36
40206;6320;2023-11-09;636628750;299;219;21;0.235;2;CARTON_M;33;3;EN;873;319.0;3;1;1;inf;873_319.0;33_EN_3;1375101;2750202;0.47;1032;2;29;36
40207;877;2023-11-09;636628784;294;228;31;0.32;1;CARTON_M;33;3;EN;873;319.0;6;1;1;inf;873_319.0;33_EN_3;2077992;2077992;0.32;1033;1;29;36
40208;6320;2023-11-09;636628784;294;228;31;0.32;1;CARTON_M;33;3;EN;873;319.0;6;1;1;inf;873_319.0;33_EN_3;2077992;2077992;0.32;1034;1;29;36
40211;877;2023-11-09;636628776;303;236;26;0.29;1;CARTON_M;33;3;EN;873;319.0;1;1;1;inf;873_319.0;33_EN_3;1859208;1859208;0.29;1037;1;29;36
40209;877;2023-11-09;636628768;288;213;25;0.258;1;CARTON_M;33;3;EN;873;319.0;5;1;1;inf;873_319.0;33_EN_3;1533600;1533600;0.258;1035;1;29;36
40210;6320;2023-11-09;636628768;288;213;25;0.258;1;CARTON_M;33;3;EN;873;319.0;5;1;1;inf;873_319.0;33_EN_3;1533600;1533600;0.258;1036;1;29;36
41172;10571;2023-11-10;879724746;465;305;25;0.38;10;CARTON_M;33;3;EN;1827;127.0;6;1;1;inf;1827_127.0;33_EN_3;3545625;35456250;3.8;1049;10;29;36
41169;5085;2023-11-10;879724682;447;283;23;0.31;1;CARTON_M;33;3;EN;1827;127.0;13;1;1;inf;1827_127.0;33_EN_3;2909523;2909523;0.31;1046;1;29;36
43869;9423;2023-11-13;883911683;417;287;22;0.17;5;CARTON_M;33;3;EN;200;4.0;3;1;1;inf;200_4.0;33_EN_3;2632938;13164690;0.8500000000000001;1069;5;29;36
2214_2;2753;2023-11-07;519898929;316;216;19;0.135;1;CARTON_M;10;1;CX;1319;2.0;5;1;8;40000000000.0;1319_2.0;10_CX_1;1296864;1296864;0.405;75;1;94;37
2214_3;2753;2023-11-07;519898929;316;216;19;0.135;1;CARTON_M;10;1;CX;1319;2.0;5;1;8;40000000000.0;1319_2.0;10_CX_1;1296864;1296864;0.405;75;1;94;37
2218;3464;2023-11-07;548057811;352;193;19;0.113;1;CARTON_M;10;1;CX;1409;2.0;5;1;8;40000000000.0;1409_2.0;10_CX_1;1290784;1290784;0.113;79;1;94;37
2213_1;2753;2023-11-07;519898911;311;217;19;0.133;1;CARTON_M;10;1;CX;1319;2.0;3;1;8;40000000000.0;1319_2.0;10_CX_1;1282253;1282253;0.399;74;1;94;37
2213_2;2753;2023-11-07;519898911;311;217;19;0.133;1;CARTON_M;10;1;CX;1319;2.0;3;1;8;40000000000.0;1319_2.0;10_CX_1;1282253;1282253;0.399;74;1;94;37
2213_3;2753;2023-11-07;519898911;311;217;19;0.133;1;CARTON_M;10;1;CX;1319;2.0;3;1;8;40000000000.0;1319_2.0;10_CX_1;1282253;1282253;0.399;74;1;94;37
2245;870;2023-11-07;544697150;261;243;20;0.133;1;CARTON_M;10;1;CX;2284;2.0;5;1;8;40000000000.0;2284_2.0;10_CX_1;1268460;1268460;0.133;106;1;94;37
2246;1877;2023-11-07;544697150;261;243;20;0.133;1;CARTON_M;10;1;CX;2284;2.0;5;1;8;40000000000.0;2284_2.0;10_CX_1;1268460;1268460;0.133;107;1;94;37
2242;1429;2023-11-07;548953552;250;100;50;0.17;1;CARTON_M;10;1;CX;205;95.0;24;1;8;40000000000.0;205_95.0;10_CX_1;1250000;1250000;0.17;103;1;94;37
2243;1499;2023-11-07;548953552;250;100;50;0.17;1;CARTON_M;10;1;CX;205;95.0;24;1;8;40000000000.0;205_95.0;10_CX_1;1250000;1250000;0.17;104;1;94;37
2249;909;2023-11-07;549210718;295;282;15;0.16;1;CARTON_M;10;1;CX;2377;620.0;1;1;8;40000000000.0;2377_620.0;10_CX_1;1247850;1247850;0.16;110;1;94;37
2254;909;2023-11-07;542288184;321;186;20;0.08;1;CARTON_M;10;1;CX;2913;155.0;31;1;8;40000000000.0;2913_155.0;10_CX_1;1194120;1194120;0.08;115;1;94;37
2192;1499;2023-11-07;541263719;250;100;47;0.18;1;CARTON_M;10;1;CX;1074;3.0;25;1;8;40000000000.0;1074_3.0;10_CX_1;1175000;1175000;0.18;53;1;94;37
2193;909;2023-11-07;541263719;250;100;47;0.18;1;CARTON_M;10;1;CX;1074;3.0;25;1;8;40000000000.0;1074_3.0;10_CX_1;1175000;1175000;0.18;54;1;94;37
2194;1429;2023-11-07;541263719;250;100;47;0.18;1;CARTON_M;10;1;CX;1074;3.0;25;1;8;40000000000.0;1074_3.0;10_CX_1;1175000;1175000;0.18;55;1;94;37
2207;909;2023-11-07;548951101;250;100;47;0.09;1;CARTON_M;10;1;CX;1208;1.0;39;1;8;40000000000.0;1208_1.0;10_CX_1;1175000;1175000;0.09;68;1;94;37
2279;2103;2023-11-07;568171241;359;138;23;0.113;1;CARTON_M;10;1;CX;656;124.0;1;1;8;40000000000.0;656_124.0;10_CX_1;1139466;1139466;0.113;140;1;94;37
2263;909;2023-11-07;546965411;250;100;21;0.113;2;CARTON_M;10;1;CX;418;3.0;39;1;8;40000000000.0;418_3.0;10_CX_1;525000;1050000;0.226;124;2;94;37
2314;909;2023-11-07;546116654;377;277;3;0.037;3;CARTON_M;10;1;CX;871;155.0;5;1;8;40000000000.0;871_155.0;10_CX_1;313287;939861;0.11099999999999999;175;3;94;37
2228_1;2753;2023-11-07;549309128;250;100;18;0.147;2;CARTON_M;10;1;CX;1916;111.0;25;1;8;40000000000.0;1916_111.0;10_CX_1;450000;900000;0.588;89;2;94;37
2228_2;2753;2023-11-07;549309128;250;100;18;0.147;2;CARTON_M;10;1;CX;1916;111.0;25;1;8;40000000000.0;1916_111.0;10_CX_1;450000;900000;0.588;89;2;94;37
2275;1499;2023-11-07;533176050;286;159;19;0.05;1;CARTON_M;10;1;CX;557;3.0;6;1;8;40000000000.0;557_3.0;10_CX_1;864006;864006;0.05;136;1;94;37
2199;1499;2023-11-07;549189381;314;324;8;0.071;1;CARTON_M;10;1;CX;1092;1.0;21;1;8;40000000000.0;1092_1.0;10_CX_1;813888;813888;0.071;60;1;94;37
2209;909;2023-11-07;546116769;250;100;31;0.137;1;CARTON_M;10;1;CX;1208;3.0;24;1;8;40000000000.0;1208_3.0;10_CX_1;775000;775000;0.137;70;1;94;37
2210;1499;2023-11-07;546116769;250;100;31;0.137;1;CARTON_M;10;1;CX;1208;3.0;24;1;8;40000000000.0;1208_3.0;10_CX_1;775000;775000;0.137;71;1;94;37
2235;1429;2023-11-07;533176156;291;167;15;0.095;1;CARTON_M;10;1;CX;1937;3.0;5;1;8;40000000000.0;1937_3.0;10_CX_1;728955;728955;0.095;96;1;94;37
2184;1429;2023-11-07;528815478;250;100;27;0.135;1;CARTON_M;10;1;CX;1063;3.0;24;1;8;40000000000.0;1063_3.0;10_CX_1;675000;675000;0.135;45;1;94;37
2233;1429;2023-11-07;533176201;272;164;15;0.095;1;CARTON_M;10;1;CX;1937;3.0;1;1;8;40000000000.0;1937_3.0;10_CX_1;669120;669120;0.095;94;1;94;37
2281_1;1877;2023-11-07;547171241;250;100;8;0.088;3;CARTON_M;10;1;CX;668;299.0;17;1;8;40000000000.0;668_299.0;10_CX_1;200000;600000;0.528;142;3;94;37
2281_2;1877;2023-11-07;547171241;250;100;8;0.088;3;CARTON_M;10;1;CX;668;299.0;17;1;8;40000000000.0;668_299.0;10_CX_1;200000;600000;0.528;142;3;94;37
2288_1;1877;2023-11-07;520720298;300;100;20;0.153;1;CARTON_M;10;1;CX;735;3.0;5;1;8;40000000000.0;735_3.0;10_CX_1;600000;600000;0.306;149;1;94;37
2288_2;1877;2023-11-07;520720298;300;100;20;0.153;1;CARTON_M;10;1;CX;735;3.0;5;1;8;40000000000.0;735_3.0;10_CX_1;600000;600000;0.306;149;1;94;37
2262;909;2023-11-07;546965429;250;100;22;0.115;1;CARTON_M;10;1;CX;418;3.0;31;1;8;40000000000.0;418_3.0;10_CX_1;550000;550000;0.115;123;1;94;37
2284_1;906;2023-11-07;547171153;250;100;11;0.083;2;CARTON_M;10;1;CX;668;3.0;1;1;8;40000000000.0;668_3.0;10_CX_1;275000;550000;0.332;145;2;94;37
2284_2;906;2023-11-07;547171153;250;100;11;0.083;2;CARTON_M;10;1;CX;668;3.0;1;1;8;40000000000.0;668_3.0;10_CX_1;275000;550000;0.332;145;2;94;37
2285_1;1877;2023-11-07;547171153;250;100;11;0.083;2;CARTON_M;10;1;CX;668;3.0;1;1;8;40000000000.0;668_3.0;10_CX_1;275000;550000;0.332;146;2;94;37
2285_2;1877;2023-11-07;547171153;250;100;11;0.083;2;CARTON_M;10;1;CX;668;3.0;1;1;8;40000000000.0;668_3.0;10_CX_1;275000;550000;0.332;146;2;94;37
2237;1499;2023-11-07;533176121;391;278;5;0.053;1;CARTON_M;10;1;CX;1937;3.0;3;1;8;40000000000.0;1937_3.0;10_CX_1;543490;543490;0.053;98;1;94;37
2225;1499;2023-11-07;542288096;250;100;21;0.11;1;CARTON_M;10;1;CX;1768;3.0;21;1;8;40000000000.0;1768_3.0;10_CX_1;525000;525000;0.11;86;1;94;37
2255;1499;2023-11-07;542288168;250;100;21;0.12;1;CARTON_M;10;1;CX;2913;155.0;24;1;8;40000000000.0;2913_155.0;10_CX_1;525000;525000;0.12;116;1;94;37
2256;909;2023-11-07;542288168;250;100;21;0.12;1;CARTON_M;10;1;CX;2913;155.0;24;1;8;40000000000.0;2913_155.0;10_CX_1;525000;525000;0.12;117;1;94;37
2201;1499;2023-11-07;549189429;250;100;10;0.093;2;CARTON_M;10;1;CX;1092;1.0;8;1;8;40000000000.0;1092_1.0;10_CX_1;250000;500000;0.186;62;2;94;37
2280_1;1877;2023-11-07;547171233;250;100;9;0.087;2;CARTON_M;10;1;CX;668;299.0;1;1;8;40000000000.0;668_299.0;10_CX_1;225000;450000;0.348;141;2;94;37
2280_2;1877;2023-11-07;547171233;250;100;9;0.087;2;CARTON_M;10;1;CX;668;299.0;1;1;8;40000000000.0;668_299.0;10_CX_1;225000;450000;0.348;141;2;94;37
2227_1;2753;2023-11-07;519893407;250;100;17;0.137;1;CARTON_M;10;1;CX;1916;111.0;31;1;8;40000000000.0;1916_111.0;10_CX_1;425000;425000;0.274;88;1;94;37
2227_2;2753;2023-11-07;519893407;250;100;17;0.137;1;CARTON_M;10;1;CX;1916;111.0;31;1;8;40000000000.0;1916_111.0;10_CX_1;425000;425000;0.274;88;1;94;37
2229_1;2753;2023-11-07;519893386;250;100;16;0.13;1;CARTON_M;10;1;CX;1916;111.0;39;1;8;40000000000.0;1916_111.0;10_CX_1;400000;400000;0.26;90;1;94;37
2229_2;2753;2023-11-07;519893386;250;100;16;0.13;1;CARTON_M;10;1;CX;1916;111.0;39;1;8;40000000000.0;1916_111.0;10_CX_1;400000;400000;0.26;90;1;94;37
2204;909;2023-11-07;547194742;250;100;12;0.089;1;CARTON_M;10;1;CX;1092;3.0;31;1;8;40000000000.0;1092_3.0;10_CX_1;300000;300000;0.089;65;1;94;37
2282_2;906;2023-11-07;547171241;250;100;8;0.088;1;CARTON_M;10;1;CX;668;299.0;17;1;8;40000000000.0;668_299.0;10_CX_1;200000;200000;0.176;143;1;94;37
10212_1;4687;2023-11-08;552794259;219;121;30;0.13;3;CARTON_M;10;1;CX;1940;551.0;57;1;8;40000000000.0;1940_551.0;10_CX_1;794970;2384910;1.9500000000000002;426;3;94;37
10212_2;4687;2023-11-08;552794259;219;121;30;0.13;3;CARTON_M;10;1;CX;1940;551.0;57;1;8;40000000000.0;1940_551.0;10_CX_1;794970;2384910;1.9500000000000002;426;3;94;37
10212_3;4687;2023-11-08;552794259;219;121;30;0.13;3;CARTON_M;10;1;CX;1940;551.0;57;1;8;40000000000.0;1940_551.0;10_CX_1;794970;2384910;1.9500000000000002;426;3;94;37
10212_4;4687;2023-11-08;552794259;219;121;30;0.13;3;CARTON_M;10;1;CX;1940;551.0;57;1;8;40000000000.0;1940_551.0;10_CX_1;794970;2384910;1.9500000000000002;426;3;94;37
10212_5;4687;2023-11-08;552794259;219;121;30;0.13;3;CARTON_M;10;1;CX;1940;551.0;57;1;8;40000000000.0;1940_551.0;10_CX_1;794970;2384910;1.9500000000000002;426;3;94;37
11104;1499;2023-11-09;533175621;348;260;27;0.132;5;CARTON_M;10;1;CX;768;10.0;31;1;8;40000000000.0;768_10.0;10_CX_1;2442960;12214800;0.66;484;5;94;37
11056;906;2023-11-09;541196683;293;154;37;0.1;6;CARTON_M;10;1;CX;1051;299.0;5;1;8;40000000000.0;1051_299.0;10_CX_1;1669514;10017084;0.6000000000000001;436;6;94;37
11089;7236;2023-11-09;518983347;321;208;85;0.06;1;CARTON_M;10;1;CX;241;3.0;31;1;8;40000000000.0;241_3.0;10_CX_1;5675280;5675280;0.06;469;1;94;37
11064;3464;2023-11-09;804047699;407;242;26;0.17;1;CARTON_M;10;1;CX;1370;134.0;6;1;8;40000000000.0;1370_134.0;10_CX_1;2560844;2560844;0.17;444;1;94;37
10509_2;5717;2023-11-08;840647042;241;133;67;0.04;10;CARTON_M;3;9;CX;2116;430.0;12;1;5;27200000000.0;2116_430.0;3_CX_9;2147551;21475510;1.6;267;10;38;38
10509_3;5717;2023-11-08;840647042;241;133;67;0.04;10;CARTON_M;3;9;CX;2116;430.0;12;1;5;27200000000.0;2116_430.0;3_CX_9;2147551;21475510;1.6;267;10;38;38
10509_4;5717;2023-11-08;840647042;241;133;67;0.04;10;CARTON_M;3;9;CX;2116;430.0;12;1;5;27200000000.0;2116_430.0;3_CX_9;2147551;21475510;1.6;267;10;38;38
13383;444;2023-11-09;832248607;300;154;50;0.4;7;CARTON_M;3;9;CX;1538;2.0;5;1;5;27200000000.0;1538_2.0;3_CX_9;2310000;16170000;2.8000000000000003;376;7;38;38
13388_1;3749;2023-11-09;841256406;425;284;21;0.191;1;CARTON_M;3;9;CX;2150;54.0;12;1;5;27200000000.0;2150_54.0;3_CX_9;2534700;2534700;0.764;381;1;38;38
13374;444;2023-11-09;831650901;300;170;50;0.4;39;CARTON_M;3;9;CX;1107;2.0;6;1;5;27200000000.0;1107_2.0;3_CX_9;2550000;99450000;15.600000000000001;367;39;39;39
13378;444;2023-11-09;831650936;300;158;50;0.38;32;CARTON_M;3;9;CX;1107;2.0;5;1;5;27200000000.0;1107_2.0;3_CX_9;2370000;75840000;12.16;371;32;44;40
13394_2;1781;2023-11-09;530136781;237;103;57;0.17;5;CARTON_M;3;9;CX;776;3.0;17;1;5;27200000000.0;776_3.0;3_CX_9;1391427;6957135;3.4000000000000004;387;5;44;40
28668_1;689;2023-11-14;636594271;100;100;8;0.036;7;CARTON_M;3;9;CX;616;41.0;12;1;5;27200000000.0;616_41.0;3_CX_9;80000;560000;0.7559999999999999;996;7;44;40
13391;444;2023-11-09;832248148;300;164;50;0.4;16;CARTON_M;3;9;CX;215;2.0;1;1;5;27200000000.0;215_2.0;3_CX_9;2460000;39360000;6.4;384;16;44;41
13384;444;2023-11-09;832248594;300;156;50;0.4;15;CARTON_M;3;9;CX;1538;2.0;1;1;5;27200000000.0;1538_2.0;3_CX_9;2340000;35100000;6.0;377;15;44;41
13394_3;1781;2023-11-09;530136781;237;103;57;0.17;5;CARTON_M;3;9;CX;776;3.0;17;1;5;27200000000.0;776_3.0;3_CX_9;1391427;6957135;3.4000000000000004;387;5;44;41
20300_2;7933;2023-11-11;807049585;222;197;25;0.19;1;CARTON_M;3;9;CX;391;500.0;3;1;5;27200000000.0;391_500.0;3_CX_9;1093350;1093350;0.38;413;1;44;41
28668_2;689;2023-11-14;636594271;100;100;8;0.036;7;CARTON_M;3;9;CX;616;41.0;12;1;5;27200000000.0;616_41.0;3_CX_9;80000;560000;0.7559999999999999;996;7;44;41
11086;2754;2023-11-09;518983283;285;195;49;0.06;12;CARTON_M;10;1;CX;241;3.0;24;1;8;40000000000.0;241_3.0;10_CX_1;2723175;32678100;0.72;466;12;53;42
11087;4660;2023-11-09;518983312;279;187;43;0.07;14;CARTON_M;10;1;CX;241;3.0;39;1;8;40000000000.0;241_3.0;10_CX_1;2243439;31408146;0.9800000000000001;467;14;53;42
11075;906;2023-11-09;543902975;290;153;16;0.115;21;CARTON_M;10;1;CX;1967;299.0;5;1;8;40000000000.0;1967_299.0;10_CX_1;709920;14908320;2.415;455;21;53;42
11074;870;2023-11-09;543902975;290;153;16;0.115;6;CARTON_M;10;1;CX;1967;299.0;5;1;8;40000000000.0;1967_299.0;10_CX_1;709920;4259520;0.6900000000000001;454;6;53;42
13377;444;2023-11-09;831650864;300;167;50;0.37;12;CARTON_M;3;9;CX;1107;2.0;3;1;5;27200000000.0;1107_2.0;3_CX_9;2505000;30060000;4.4399999999999995;370;12;36;43
13375;444;2023-11-09;831650928;300;153;50;0.37;13;CARTON_M;3;9;CX;1107;2.0;1;1;5;27200000000.0;1107_2.0;3_CX_9;2295000;29835000;4.81;368;13;36;43
13379_1;1781;2023-11-09;841256203;416;242;21;0.173;11;CARTON_M;3;9;CX;1488;18.0;12;1;5;27200000000.0;1488_18.0;3_CX_9;2114112;23255232;7.611999999999999;372;11;36;43
13379_2;1781;2023-11-09;841256203;416;242;21;0.173;11;CARTON_M;3;9;CX;1488;18.0;12;1;5;27200000000.0;1488_18.0;3_CX_9;2114112;23255232;7.611999999999999;372;11;33;44
13379_3;1781;2023-11-09;841256203;416;242;21;0.173;11;CARTON_M;3;9;CX;1488;18.0;12;1;5;27200000000.0;1488_18.0;3_CX_9;2114112;23255232;7.611999999999999;372;11;33;44
13379_4;1781;2023-11-09;841256203;416;242;21;0.173;11;CARTON_M;3;9;CX;1488;18.0;12;1;5;27200000000.0;1488_18.0;3_CX_9;2114112;23255232;7.611999999999999;372;11;33;44
13381_1;1781;2023-11-09;841256191;414;244;21;0.174;10;CARTON_M;3;9;CX;1488;2.0;12;1;5;27200000000.0;1488_2.0;3_CX_9;2121336;21213360;6.959999999999999;374;10;34;45
13381_2;1781;2023-11-09;841256191;414;244;21;0.174;10;CARTON_M;3;9;CX;1488;2.0;12;1;5;27200000000.0;1488_2.0;3_CX_9;2121336;21213360;6.959999999999999;374;10;34;45
13381_3;1781;2023-11-09;841256191;414;244;21;0.174;10;CARTON_M;3;9;CX;1488;2.0;12;1;5;27200000000.0;1488_2.0;3_CX_9;2121336;21213360;6.959999999999999;374;10;34;45
13389;444;2023-11-09;832248156;297;183;50;0.4;2;CARTON_M;3;9;CX;215;2.0;5;1;5;27200000000.0;215_2.0;3_CX_9;2717550;5435100;0.8;382;2;34;45
13388_2;3749;2023-11-09;841256406;425;284;21;0.191;1;CARTON_M;3;9;CX;2150;54.0;12;1;5;27200000000.0;2150_54.0;3_CX_9;2534700;2534700;0.764;381;1;34;45
13390;3437;2023-11-09;832248148;300;164;50;0.4;1;CARTON_M;3;9;CX;215;2.0;1;1;5;27200000000.0;215_2.0;3_CX_9;2460000;2460000;0.4;383;1;34;45
13381_4;1781;2023-11-09;841256191;414;244;21;0.174;10;CARTON_M;3;9;CX;1488;2.0;12;1;5;27200000000.0;1488_2.0;3_CX_9;2121336;21213360;6.959999999999999;374;10;35;46
13393;444;2023-11-09;832248130;300;151;50;0.4;9;CARTON_M;3;9;CX;215;2.0;6;1;5;27200000000.0;215_2.0;3_CX_9;2265000;20385000;3.6;386;9;35;46
13387_1;1781;2023-11-09;841256406;425;284;21;0.191;8;CARTON_M;3;9;CX;2150;54.0;12;1;5;27200000000.0;2150_54.0;3_CX_9;2534700;20277600;6.112;380;8;35;46
13387_2;1781;2023-11-09;841256406;425;284;21;0.191;8;CARTON_M;3;9;CX;2150;54.0;12;1;5;27200000000.0;2150_54.0;3_CX_9;2534700;20277600;6.112;380;8;35;46
13387_3;1781;2023-11-09;841256406;425;284;21;0.191;8;CARTON_M;3;9;CX;2150;54.0;12;1;5;27200000000.0;2150_54.0;3_CX_9;2534700;20277600;6.112;380;8;35;47
13387_4;1781;2023-11-09;841256406;425;284;21;0.191;8;CARTON_M;3;9;CX;2150;54.0;12;1;5;27200000000.0;2150_54.0;3_CX_9;2534700;20277600;6.112;380;8;35;47
13386;444;2023-11-09;855045757;275;153;60;0.37;8;CARTON_M;3;9;CX;2027;18.0;5;1;5;27200000000.0;2027_18.0;3_CX_9;2524500;20196000;2.96;379;8;35;47
13392;444;2023-11-09;832248164;300;173;50;0.4;6;CARTON_M;3;9;CX;215;2.0;3;1;5;27200000000.0;215_2.0;3_CX_9;2595000;15570000;2.4000000000000004;385;6;35;47
13394_4;1781;2023-11-09;530136781;237;103;57;0.17;5;CARTON_M;3;9;CX;776;3.0;17;1;5;27200000000.0;776_3.0;3_CX_9;1391427;6957135;3.4000000000000004;387;5;35;47
13382_1;1781;2023-11-09;841256211;429;244;20;0.173;6;CARTON_M;3;9;CX;1488;54.0;12;1;5;27200000000.0;1488_54.0;3_CX_9;2093520;12561120;4.151999999999999;375;6;34;48
13382_2;1781;2023-11-09;841256211;429;244;20;0.173;6;CARTON_M;3;9;CX;1488;54.0;12;1;5;27200000000.0;1488_54.0;3_CX_9;2093520;12561120;4.151999999999999;375;6;34;48
13382_3;1781;2023-11-09;841256211;429;244;20;0.173;6;CARTON_M;3;9;CX;1488;54.0;12;1;5;27200000000.0;1488_54.0;3_CX_9;2093520;12561120;4.151999999999999;375;6;34;48
13382_4;1781;2023-11-09;841256211;429;244;20;0.173;6;CARTON_M;3;9;CX;1488;54.0;12;1;5;27200000000.0;1488_54.0;3_CX_9;2093520;12561120;4.151999999999999;375;6;34;48
13372_2;3749;2023-11-09;540395592;131;106;62;0.32;4;CARTON_M;3;9;CX;1041;3.0;6;1;5;27200000000.0;1041_3.0;3_CX_9;860932;3443728;2.56;365;4;34;48
13373_1;1781;2023-11-09;540395592;131;106;62;0.32;4;CARTON_M;3;9;CX;1041;3.0;6;1;5;27200000000.0;1041_3.0;3_CX_9;860932;3443728;2.56;366;4;34;48
13388_3;3749;2023-11-09;841256406;425;284;21;0.191;1;CARTON_M;3;9;CX;2150;54.0;12;1;5;27200000000.0;2150_54.0;3_CX_9;2534700;2534700;0.764;381;1;34;48
13376;3437;2023-11-09;831650928;300;153;50;0.37;1;CARTON_M;3;9;CX;1107;2.0;1;1;5;27200000000.0;1107_2.0;3_CX_9;2295000;2295000;0.37;369;1;34;48
11067;870;2023-11-09;547171612;340;183;29;0.2;6;CARTON_M;10;1;CX;1500;299.0;6;1;8;40000000000.0;1500_299.0;10_CX_1;1804380;10826280;1.2000000000000002;447;6;53;49
11062;2753;2023-11-09;520087808;344;223;11;0.12;12;CARTON_M;10;1;CX;1317;2.0;1;1;8;40000000000.0;1317_2.0;10_CX_1;843832;10125984;1.44;442;12;53;49
11054;906;2023-11-09;541196712;244;250;29;0.167;5;CARTON_M;10;1;CX;1051;299.0;1;1;8;40000000000.0;1051_299.0;10_CX_1;1769000;8845000;0.8350000000000001;434;5;53;49
11103;1499;2023-11-09;533175612;349;197;26;0.124;4;CARTON_M;10;1;CX;768;10.0;39;1;8;40000000000.0;768_10.0;10_CX_1;1787578;7150312;0.496;483;4;53;49
11068;870;2023-11-09;547171621;342;140;31;0.08;4;CARTON_M;10;1;CX;1500;299.0;5;1;8;40000000000.0;1500_299.0;10_CX_1;1484280;5937120;0.32;448;4;53;49
11098_1;870;2023-11-09;516254343;250;100;70;0.2;3;CARTON_M;10;1;CX;738;10.0;1;1;8;40000000000.0;738_10.0;10_CX_1;1750000;5250000;1.2000000000000002;478;3;53;49
11098_2;870;2023-11-09;516254343;250;100;70;0.2;3;CARTON_M;10;1;CX;738;10.0;1;1;8;40000000000.0;738_10.0;10_CX_1;1750000;5250000;1.2000000000000002;478;3;53;49
11069;870;2023-11-09;547171604;344;125;40;0.09;3;CARTON_M;10;1;CX;1500;299.0;1;1;8;40000000000.0;1500_299.0;10_CX_1;1720000;5160000;0.27;449;3;53;49
11055;906;2023-11-09;549196549;232;240;28;0.167;3;CARTON_M;10;1;CX;1051;299.0;6;1;8;40000000000.0;1051_299.0;10_CX_1;1559040;4677120;0.501;435;3;53;49
11079;906;2023-11-09;543902967;307;157;21;0.11;4;CARTON_M;10;1;CX;1967;299.0;3;1;8;40000000000.0;1967_299.0;10_CX_1;1012179;4048716;0.44;459;4;53;49
11099_1;1877;2023-11-09;537586603;366;201;55;0.085;1;CARTON_M;10;1;CX;738;299.0;1;1;8;40000000000.0;738_299.0;10_CX_1;4046130;4046130;0.17;479;1;53;49
11099_2;1877;2023-11-09;537586603;366;201;55;0.085;1;CARTON_M;10;1;CX;738;299.0;1;1;8;40000000000.0;738_299.0;10_CX_1;4046130;4046130;0.17;479;1;53;49
11105;909;2023-11-09;533178944;360;243;22;0.116;2;CARTON_M;10;1;CX;768;10.0;8;1;8;40000000000.0;768_10.0;10_CX_1;1924560;3849120;0.232;485;2;53;49
11088;7024;2023-11-09;553181227;309;192;64;0.06;1;CARTON_M;10;1;CX;241;3.0;21;1;8;40000000000.0;241_3.0;10_CX_1;3796992;3796992;0.06;468;1;53;49
11091;870;2023-11-09;546339971;250;100;14;0.1;1;CARTON_M;10;1;CX;3;299.0;5;1;8;40000000000.0;3_299.0;10_CX_1;350000;350000;0.1;471;1;53;49
11095;870;2023-11-09;688251632;300;334;37;0.17;1;CARTON_M;10;1;CX;415;54.0;1;1;8;40000000000.0;415_54.0;10_CX_1;3707400;3707400;0.17;475;1;55;50
11073;906;2023-11-09;543903071;295;159;15;0.11;5;CARTON_M;10;1;CX;1967;10.0;5;1;8;40000000000.0;1967_10.0;10_CX_1;703575;3517875;0.55;453;5;55;50
11083_1;906;2023-11-09;538208891;250;100;70;0.2;2;CARTON_M;10;1;CX;2067;111.0;39;1;8;40000000000.0;2067_111.0;10_CX_1;1750000;3500000;0.8;463;2;55;50
11083_2;906;2023-11-09;538208891;250;100;70;0.2;2;CARTON_M;10;1;CX;2067;111.0;39;1;8;40000000000.0;2067_111.0;10_CX_1;1750000;3500000;0.8;463;2;55;50
11084_1;906;2023-11-09;538208903;250;100;70;0.2;2;CARTON_M;10;1;CX;2067;111.0;31;1;8;40000000000.0;2067_111.0;10_CX_1;1750000;3500000;0.8;464;2;55;50
11084_2;906;2023-11-09;538208903;250;100;70;0.2;2;CARTON_M;10;1;CX;2067;111.0;31;1;8;40000000000.0;2067_111.0;10_CX_1;1750000;3500000;0.8;464;2;55;50
11063;2753;2023-11-09;520087795;323;229;15;0.11;3;CARTON_M;10;1;CX;1317;2.0;5;1;8;40000000000.0;1317_2.0;10_CX_1;1109505;3328515;0.33;443;3;55;50
